Corn Market St.	(3)
Mercy Hospital	(11)
Bandfield	(23)
Kent Station	(1)
Fitzgerald's Park	(19)
South Gate Bridge	(14)
Lower Glanmire Rd.	(1)
Gaol Walk	(12)
