18-07-2017	(10:18:00)
18-07-2017	(22:18:00)
18-07-2017	(22:13:00)
18-07-2017	(22:03:00)
18-07-2017	(21:23:00)
18-07-2017	(08:38:00)
18-07-2017	(21:33:00)
18-07-2017	(22:23:00)
18-07-2017	(21:18:00)
18-07-2017	(22:38:00)
18-07-2017	(22:33:00)
18-07-2017	(10:23:00)
18-07-2017	(21:38:00)
18-07-2017	(21:28:00)
18-07-2017	(22:08:00)
18-07-2017	(22:28:00)
18-07-2017	(10:08:00)
18-07-2017	(08:33:00)
18-07-2017	(21:13:00)
18-07-2017	(22:53:00)
18-07-2017	(22:43:00)
18-07-2017	(10:13:00)
18-07-2017	(22:48:00)
