16-07-2017	(19:23:00)
16-07-2017	(09:23:00)
16-07-2017	(19:08:00)
16-07-2017	(17:08:00)
16-07-2017	(09:18:00)
16-07-2017	(08:48:00)
16-07-2017	(08:53:00)
16-07-2017	(19:43:00)
16-07-2017	(19:48:00)
16-07-2017	(19:28:00)
16-07-2017	(19:38:00)
16-07-2017	(09:08:00)
16-07-2017	(18:58:00)
16-07-2017	(08:58:00)
16-07-2017	(19:53:00)
16-07-2017	(09:03:00)
16-07-2017	(19:13:00)
16-07-2017	(19:03:00)
16-07-2017	(08:43:00)
16-07-2017	(18:53:00)
16-07-2017	(09:33:00)
16-07-2017	(19:18:00)
16-07-2017	(09:13:00)
16-07-2017	(19:33:00)
16-07-2017	(09:28:00)
16-07-2017	(17:03:00)
